InformationCorrelation1Merged3D,InformationCorrelation1Averaged3D,DependenceCountPercentage3D,NormalisedInverseDifferenceMomentMerged3D,NormalisedInverseDifferenceMomentAveraged3D,NormalisedInverseDifferenceMerged3D,NormalisedInverseDifferenceAveraged3D,InformationCorrelation2Merged3D,InformationCorrelation2Averaged3D,RunEntropyMerged3D
-0.211756643,-0.218974949,1,0.986551035,0.986497682,0.928290381,0.928137689,0.887355341,0.883711364,4.776905792
-0.154996582,-0.166268939,1,0.98348703,0.983346378,0.919704529,0.919327545,0.817716743,0.816064622,4.561429953
-0.232123818,-0.24079762,1,0.988455497,0.988411991,0.933526593,0.93338393,0.886012938,0.881945736,4.675767084
-0.236303622,-0.245656793,1,0.98927969,0.989231544,0.937404109,0.937243871,0.901071848,0.896222017,4.851713384
-0.225664735,-0.232816185,1,0.988383225,0.988321446,0.93471862,0.934529102,0.882859439,0.878905109,4.682849029
-0.271587174,-0.285007632,1,0.988943049,0.988846351,0.937841214,0.937478979,0.883377921,0.87854835,4.457193524
-0.207786219,-0.219460164,1,0.987086861,0.987018855,0.929717145,0.929485512,0.809004478,0.803615376,4.355383469
-0.205032373,-0.212180037,1,0.988212014,0.988143718,0.934920836,0.934697888,0.863504142,0.85859565,4.618397358
-0.281436138,-0.289528542,1,0.992508426,0.992463786,0.946306026,0.946112572,0.919757809,0.916176075,4.778267078
-0.258427265,-0.265118703,1,0.987868667,0.98781009,0.935798429,0.935625726,0.923700592,0.921390529,5.031396348
-0.337803828,-0.345750284,1,0.993372437,0.993337107,0.950957147,0.950801888,0.95021632,0.947546657,5.118872212
-0.194521604,-0.201145295,1,0.987523798,0.987460574,0.928214548,0.928018078,0.871699115,0.866897615,4.722332555
-0.269907183,-0.276679218,1,0.991778625,0.991746824,0.943706461,0.943585189,0.917422334,0.914730316,4.830970531
-0.244107971,-0.256453866,1,0.986682131,0.986599824,0.930500836,0.930226552,0.862227599,0.857077396,4.452287094
-0.252563327,-0.258773525,1,0.989880901,0.989847021,0.936236031,0.936116695,0.900574746,0.89706131,4.667284652
-0.24434623,-0.251191004,1,0.988533098,0.98848837,0.935233635,0.93509305,0.910072858,0.906414233,4.943044898
-0.23257322,-0.239795588,1,0.989223109,0.989179347,0.934956155,0.934810928,0.903335736,0.899852646,4.825362846
-0.264041107,-0.270999333,1,0.990440934,0.990418549,0.938735538,0.938652087,0.901823808,0.899757766,4.743530053
-0.206461153,-0.2182625,1,0.985623233,0.985365483,0.925232055,0.92445633,0.848088759,0.843532244,4.281529349
-0.25957182,-0.267230529,1,0.990752642,0.99071996,0.939940462,0.939819766,0.926020948,0.922760511,4.940501589
-0.217669277,-0.22761525,1,0.988709312,0.988650011,0.935556785,0.935357101,0.874658832,0.867951221,4.677549678
-0.255246368,-0.263813541,1,0.988380976,0.988303082,0.934520044,0.934269836,0.906648913,0.902851947,4.696055029
-0.266156117,-0.27582797,1,0.989061483,0.989016969,0.936017187,0.935865718,0.920977007,0.917521737,4.896717754
-0.256701174,-0.264941951,1,0.990329105,0.990293324,0.941233054,0.941109468,0.91460447,0.910803044,4.905428036
-0.242387799,-0.249753345,1,0.988696413,0.988628419,0.93748129,0.93727757,0.896152969,0.893954803,4.692615848
-0.248131102,-0.254587507,1,0.988523437,0.98847386,0.934049919,0.933889803,0.906774004,0.903147754,4.75895355
-0.281547227,-0.288033462,1,0.989204079,0.98914718,0.938810887,0.938634975,0.921973819,0.919573107,4.810834322
-0.292182826,-0.301204507,1,0.989408226,0.989337997,0.936707444,0.936475882,0.946596534,0.945242171,5.007993831
-0.256581428,-0.26258344,1,0.990014601,0.989960822,0.939132177,0.938944651,0.907404155,0.903713951,4.777582246
-0.246346065,-0.254372831,1,0.989313448,0.989218405,0.938969667,0.938648972,0.871153413,0.866932397,4.450213767
-0.2239503,-0.230368786,1,0.988544133,0.988490127,0.933291317,0.933120059,0.890380623,0.886958458,4.696962431
-0.255553369,-0.2641975,1,0.990082892,0.990047687,0.939456645,0.939334182,0.913618625,0.909483539,4.866724333
-0.292658374,-0.298596455,1,0.991133421,0.99110709,0.943301989,0.943198198,0.904104052,0.901656878,4.717722401
-0.287373726,-0.293443159,1,0.989575251,0.989542694,0.941313689,0.941209842,0.936067673,0.933662622,5.065391737
-0.249077794,-0.255856153,1,0.990194398,0.990157712,0.941056343,0.940930711,0.887655684,0.883420057,4.753490341
-0.242838785,-0.250341818,1,0.988743971,0.988692802,0.93394739,0.933779765,0.902532962,0.898593276,4.746085389
-0.253231647,-0.26036709,1,0.990621492,0.99058214,0.9403002,0.940157723,0.90217439,0.898394528,4.76016284
-0.235288393,-0.242713773,1,0.988648106,0.988594662,0.935420462,0.935249172,0.883965068,0.880817634,4.657190374
-0.208970067,-0.216222644,1,0.988277199,0.988187183,0.934512093,0.934206483,0.840853478,0.835973697,4.399538061
-0.277574305,-0.283449688,1,0.991032007,0.991007731,0.943334719,0.94324642,0.92406614,0.921655589,4.908249428
-0.254204036,-0.263355465,1,0.990191589,0.990163215,0.941722566,0.941624423,0.895440834,0.891076935,4.816262755
-0.248992956,-0.257959176,1,0.987124761,0.98705382,0.933165146,0.932967909,0.909648152,0.907780755,4.86280083
-0.278127949,-0.28812294,1,0.991607807,0.991577635,0.945408429,0.945295231,0.928514154,0.924653324,5.004675878
-0.289648702,-0.295654518,1,0.989708918,0.989682766,0.942198375,0.942114991,0.924471378,0.922056748,4.898229383
-0.277706859,-0.282918152,1,0.992610568,0.992586979,0.947997008,0.947906046,0.914531568,0.912028772,4.875417858
-0.219981636,-0.226269632,1,0.988197822,0.988139533,0.935235543,0.935060976,0.884428399,0.880909983,4.732187731
-0.284040825,-0.292104309,1,0.990409726,0.990369006,0.940401081,0.940258017,0.91894826,0.916279345,4.793026595
-0.23810137,-0.246538141,1,0.986816492,0.986765205,0.932199857,0.932028652,0.84636642,0.842356355,4.435204105
-0.27585304,-0.282208445,1,0.990911084,0.990862617,0.939649837,0.939469525,0.923055947,0.920471605,4.76946342
-0.360882209,-0.372244353,1,0.993541334,0.993514712,0.954108795,0.95398879,0.968896872,0.966460241,5.33697157
-0.288225512,-0.307674108,1,0.990277591,0.990239127,0.942078726,0.941932894,0.913896211,0.905279489,4.766268204
-0.399519697,-0.404205311,1,0.992210786,0.992186343,0.96038403,0.960303439,0.915614781,0.914082032,5.029705346
-0.31636759,-0.325858784,1,0.99225478,0.992235263,0.94712597,0.947047497,0.941859546,0.938894056,5.055798136
-0.340388413,-0.348255939,1,0.991996029,0.991952656,0.949484347,0.949337745,0.965436712,0.963889003,5.352548812
-0.387700124,-0.394264933,1,0.994237977,0.994224973,0.956017085,0.955958069,0.965228273,0.963822226,5.216588197
-0.302749057,-0.309573522,1,0.989157343,0.989100103,0.946934795,0.946755741,0.851195322,0.847835224,4.666642253
-0.344542733,-0.358476568,1,0.991195417,0.991158547,0.950719966,0.9505919,0.931985939,0.929146349,5.003287261
-0.429771242,-0.436223559,1,0.995205829,0.995192005,0.961990215,0.961923478,0.972234368,0.970838031,5.421596561
-0.294854459,-0.317447608,1,0.989071968,0.988999623,0.940297836,0.940033652,0.905752512,0.901123031,4.649635323
-0.365001338,-0.371155248,1,0.990979838,0.990954774,0.95227529,0.95219466,0.927318316,0.925391829,5.021671348
-0.252678933,-0.26197615,1,0.987725049,0.98768069,0.936755389,0.936620648,0.850707839,0.847935679,4.548206493
-0.276241203,-0.285656479,1,0.984953815,0.984869509,0.936806585,0.936592083,0.865294586,0.862932928,4.602040751
-0.37272811,-0.380452687,1,0.992684387,0.992667784,0.952311421,0.952244449,0.957390211,0.955776454,5.206827892
-0.364464977,-0.374336827,1,0.992631353,0.992609251,0.952487443,0.952397609,0.957896512,0.956094681,5.161423853
-0.345203485,-0.361111437,1,0.993231404,0.993204316,0.953328777,0.953202557,0.946107812,0.943081986,5.125268642
-0.323952551,-0.338597632,1,0.992813164,0.992778238,0.950871979,0.950700482,0.930364072,0.925392853,4.900956854
-0.382909674,-0.393735847,1,0.993769069,0.993754171,0.956573506,0.956501658,0.94932928,0.946780681,5.145409199
-0.360205074,-0.373690359,1,0.993936314,0.993908115,0.95561228,0.955466258,0.954214934,0.951219891,5.203173465
-0.333832458,-0.341764465,1,0.993286095,0.993268209,0.952005378,0.951925482,0.948684382,0.946144132,5.116352411
-0.359410412,-0.369479522,1,0.991947938,0.99191873,0.949097759,0.948978295,0.941095689,0.938846286,4.934341959
-0.328758314,-0.345733961,1,0.991112011,0.991080152,0.945606262,0.94547828,0.935710304,0.932215503,4.84307516
-0.434199866,-0.441642074,1,0.994795684,0.994780876,0.961112355,0.961045815,0.97548475,0.97465563,5.476934626
-0.346646147,-0.355361192,1,0.991250889,0.991218125,0.948054081,0.947936575,0.942943055,0.94054552,4.978256096
-0.323157932,-0.330186342,1,0.991339188,0.991308499,0.943751162,0.943638857,0.949781357,0.947853798,5.071862997
-0.29961837,-0.306215532,1,0.989751787,0.989713469,0.942250183,0.942127026,0.925850662,0.923277762,4.882650027
-0.319800942,-0.326085922,1,0.991792351,0.991764194,0.947393972,0.947290526,0.949745981,0.9476203,5.114322836
-0.356531701,-0.363908691,1,0.992982678,0.992944961,0.951401999,0.951244409,0.953219009,0.9510525,5.057394941
-0.307089639,-0.332844437,1,0.990095167,0.990047905,0.939611984,0.939423958,0.929066245,0.927915528,4.705395559
-0.254246287,-0.276300736,1,0.987056437,0.986980347,0.932145056,0.931895149,0.894484229,0.889789073,4.589902829
-0.324461404,-0.341573815,1,0.993199211,0.993178293,0.947184657,0.947088201,0.954750041,0.95247292,5.092044415
-0.333320874,-0.341964619,1,0.992249286,0.992219844,0.947692423,0.947578578,0.943712774,0.941721946,4.993211865
-0.315271795,-0.329434754,1,0.992076632,0.992050611,0.945549555,0.945442078,0.9530002,0.950092634,5.110142821
-0.345252585,-0.356994128,1,0.992356623,0.992335817,0.947334641,0.947248405,0.959975139,0.957479703,5.191604294
-0.372888156,-0.387109978,1,0.994563334,0.994540156,0.955124664,0.955016067,0.967204424,0.965889787,5.125652
-0.288049539,-0.303822983,1,0.990892086,0.99085437,0.941760977,0.941614493,0.920652904,0.916949711,4.761560624
-0.361057662,-0.373932624,1,0.992690771,0.992669058,0.948947727,0.948856003,0.965984847,0.964054185,5.167186179
-0.244311059,-0.27038838,1,0.988308213,0.988261474,0.934142219,0.933971307,0.895663919,0.886445442,4.662121527
-0.328735383,-0.344313781,1,0.990665729,0.990634518,0.942498922,0.942381781,0.945868358,0.94312901,4.969138953
-0.341460668,-0.350583319,1,0.991828601,0.991800083,0.946108206,0.945998689,0.958174677,0.956345188,5.112336181
-0.344210622,-0.358759599,1,0.991953261,0.991926186,0.946748096,0.946634971,0.954842608,0.95132072,5.051058013
-0.362462262,-0.369545033,1,0.991351246,0.991323833,0.950221459,0.950123691,0.936784485,0.934994148,4.988646202
-0.316910993,-0.331146517,1,0.989938505,0.989885383,0.941699119,0.941511652,0.937399452,0.934648484,4.880784024
-0.361885763,-0.37265005,1,0.992704404,0.992678378,0.951192512,0.951087025,0.958743513,0.956802385,5.085327752
-0.318562022,-0.332219784,1,0.991341418,0.9913114,0.943736896,0.943623423,0.945950552,0.942699907,4.983370448
-0.33159099,-0.340158899,1,0.991688339,0.9916599,0.945668301,0.945557476,0.947082101,0.944965138,4.95002632
-0.377318729,-0.391522486,1,0.992945012,0.992925724,0.951992431,0.951907241,0.942973749,0.940830655,4.959680791
-0.22859535,-0.264654851,1,0.984821771,0.984734998,0.92526717,0.924991126,0.864351986,0.867390693,4.347805432
-0.309373851,-0.326224888,1,0.990464693,0.990438576,0.944965906,0.944866974,0.939674395,0.935849283,5.003064941
-0.362237526,-0.379125358,1,0.99525242,0.995234468,0.955623919,0.955517613,0.972921267,0.972106902,5.303025796
-0.320350378,-0.331199036,1,0.990187943,0.990136256,0.943027411,0.942837402,0.937160095,0.933694356,5.030254247
-0.303714808,-0.309606152,1,0.989841221,0.989794335,0.942185751,0.942028403,0.923943183,0.921767755,4.830607475
-0.282410809,-0.29084585,1,0.989510376,0.989465487,0.940510438,0.94036517,0.927600806,0.925166889,4.936471353
-0.346868972,-0.364333042,1,0.991734115,0.991709187,0.946405458,0.94630437,0.960901081,0.958563038,5.241569244
-0.250880512,-0.262908173,1,0.990673914,0.990631896,0.940960681,0.940802119,0.90539181,0.900461992,4.827352434
-0.226398241,-0.237785415,1,0.986411791,0.986348032,0.92837235,0.928177766,0.899592723,0.894797098,4.837645663
-0.269129057,-0.285142378,1,0.988474513,0.988428555,0.934511138,0.934355925,0.927784207,0.924113193,4.875612101
-0.289394793,-0.301312141,1,0.991945286,0.991920258,0.944832673,0.944729703,0.942834618,0.938367417,5.07895759
-0.266486367,-0.276201456,1,0.986408457,0.986258833,0.934049807,0.93359144,0.892184687,0.886137112,4.513855772
-0.333389996,-0.342875213,1,0.990351819,0.990321055,0.942673976,0.942567424,0.954043232,0.953237229,5.096935806
-0.218964811,-0.241232714,1,0.987311301,0.987242961,0.932533897,0.932296586,0.836662402,0.826800012,4.366522063
-0.282175467,-0.302708799,1,0.990932111,0.990897649,0.940721445,0.940578191,0.934771031,0.929296436,4.93254321
-0.313637964,-0.332402464,1,0.988602027,0.988557744,0.942479264,0.942346262,0.941669649,0.937580312,5.122555403
-0.293544349,-0.309903443,1,0.990048706,0.990022978,0.939995964,0.939901059,0.944342081,0.940231666,5.051334529
-0.322569496,-0.343372873,1,0.990361169,0.990329732,0.943189034,0.943072646,0.942338982,0.939714397,5.076489326
-0.23441822,-0.241925829,1,0.988149045,0.988102987,0.934215073,0.934069353,0.900664946,0.896969283,4.83574822
-0.277652144,-0.300126463,1,0.988336931,0.988291807,0.9369101,0.936752424,0.934643921,0.92750088,5.047636942
-0.318530097,-0.334871442,1,0.991772244,0.991751926,0.945018648,0.944935185,0.948865779,0.945744612,5.088724834
-0.330432713,-0.344787525,1,0.990126366,0.99009048,0.944984475,0.944864887,0.953204911,0.948633855,5.158987797
-0.260717074,-0.285748195,1,0.989537051,0.9895039,0.935212115,0.935085842,0.914318921,0.909372523,4.766018254
-0.263699844,-0.286995223,1,0.987618486,0.987570355,0.935263804,0.935103517,0.905167465,0.899318533,4.745786288
-0.294392567,-0.311889262,1,0.988401598,0.988364601,0.939835024,0.93971853,0.932639823,0.928091782,5.065773382
-0.307432555,-0.315226385,1,0.989330974,0.989292404,0.942276796,0.942155423,0.934345816,0.931940421,5.00464462
-0.279439009,-0.295316428,1,0.988699535,0.988644108,0.937713029,0.937521516,0.917628154,0.914660888,4.788943546
-0.254303437,-0.271827283,1,0.990778549,0.990714569,0.94097251,0.940730728,0.920262472,0.915009806,4.883273536
-0.279799688,-0.290781543,1,0.991567011,0.991524093,0.942643077,0.942474109,0.929103027,0.925741715,4.862268482
-0.241723059,-0.252441433,1,0.986353171,0.986256927,0.933276237,0.932998363,0.900045624,0.896271351,4.784166849
-0.362522912,-0.371099409,1,0.993483576,0.993447766,0.950915006,0.950763247,0.97341026,0.971997205,5.313674132
-0.299205309,-0.309556135,1,0.99032303,0.990284483,0.941318293,0.941184157,0.935720792,0.932799373,4.918049131
-0.362012828,-0.369654871,1,0.989059244,0.989009834,0.945555169,0.945404448,0.95018345,0.948773536,5.126751689
-0.325489067,-0.342172674,1,0.989506452,0.989476571,0.943150954,0.943050391,0.935979249,0.928437842,4.966070515
-0.232766183,-0.240924809,1,0.987056557,0.986992226,0.931256775,0.931057294,0.892263188,0.887088667,4.725107573
-0.341835981,-0.349585645,1,0.993374768,0.993354825,0.950822943,0.950732293,0.95386258,0.951968692,5.10760105
-0.32934208,-0.338827952,1,0.991486698,0.991449848,0.947943799,0.947801145,0.937426446,0.934562685,4.973946535
-0.267376203,-0.296406297,1,0.988578214,0.988538674,0.93702557,0.93688076,0.913231681,0.902064211,4.910420364
-0.284214356,-0.304839813,1,0.991926045,0.991891603,0.943509205,0.94335875,0.941918476,0.936338955,5.068803405
-0.256730818,-0.276425,1,0.98991104,0.989870553,0.938195547,0.938040051,0.928460724,0.920628923,5.035337043
-0.234775022,-0.261137528,1,0.987973105,0.987913808,0.930473708,0.930261858,0.908762777,0.904779519,4.892535121
-0.218804908,-0.245241394,1,0.989146632,0.989110685,0.934800229,0.93466305,0.890361774,0.876952123,4.916590152
-0.343056604,-0.354648942,1,0.992257464,0.992228049,0.949313128,0.949196206,0.940760264,0.937772722,5.008847735
-0.314580054,-0.326937799,1,0.991108236,0.991072949,0.945531088,0.94539238,0.932772538,0.92887849,4.927303938
-0.317075027,-0.332336115,1,0.991909088,0.991886346,0.947283346,0.947194447,0.952232612,0.949239391,5.193209965
-0.262117479,-0.28496865,1,0.990671349,0.990631811,0.939460366,0.939314782,0.931714095,0.928429304,4.97364913
-0.274212978,-0.302528336,1,0.987500527,0.98746288,0.937777357,0.937655919,0.910784631,0.899349273,4.98504182
-0.280109619,-0.300670827,1,0.990933882,0.990905262,0.940715021,0.940599924,0.942308574,0.937646355,5.102696257
-0.251033913,-0.268109364,1,0.989053905,0.989023143,0.93480246,0.934693604,0.920437361,0.912879613,4.929372737
-0.348392333,-0.356197914,1,0.993066325,0.993044917,0.948757461,0.94866289,0.95684536,0.955095897,5.058396539
-0.243439601,-0.26894552,1,0.990453505,0.990387985,0.939045511,0.93878551,0.896153458,0.889032499,4.620269947
-0.305319981,-0.317463082,1,0.990561395,0.990525476,0.946268656,0.946135342,0.907771437,0.904064884,4.72724492
-0.325853883,-0.336298536,1,0.991196909,0.991165374,0.945483088,0.945367962,0.941310922,0.939529364,4.952944712
-0.333621105,-0.343881593,1,0.991286771,0.991256369,0.947258271,0.947149876,0.937237934,0.935077822,4.866672338
-0.326921237,-0.345501276,1,0.990643358,0.990618118,0.945743862,0.945651964,0.934918853,0.932243672,4.887909659
-0.323074404,-0.337035839,1,0.989554449,0.989518477,0.945965879,0.945848745,0.91156296,0.909432794,4.812884202
-0.292391388,-0.313123375,1,0.986664802,0.986610629,0.934355013,0.934186877,0.893592103,0.890795837,4.495180217
-0.344497056,-0.360520605,1,0.992566137,0.992549501,0.950580512,0.950512804,0.954439094,0.951942872,5.220122843
-0.357580689,-0.368196925,1,0.993749402,0.993732321,0.95382366,0.953749935,0.956582421,0.955127808,5.039950307
